id,ts,signal_type,platform,airfield,is_standdown,source,msg_id,evidence,raid_day
61416,2025-03-07T01:06:36+00:00,carrier,kalibr_ship,,False,kpszsu,30076,"⚠Увага!
Відмічено пуски крилатих ракет типу ""Калібр"" з Чорного моря!",2025-03-06
61417,2025-03-13T10:34:29+00:00,carrier,mig31k,,False,kpszsu,30565,"🛫Ракетна небезпека по всій території України! Зліт МіГ-31К .
Не ігноруйте сигнал повітряної тривоги!",2025-03-13
61418,2025-03-13T10:52:26+00:00,carrier,mig31k,,True,kpszsu,30566,📢 Відбій  загрози по МіГ-31К.,2025-03-13
61419,2025-03-14T15:53:38+00:00,carrier,mig31k,,False,kpszsu,30632,"🛫Ракетна небезпека по всій території України! Зліт МіГ-31К .
Не ігноруйте сигнал повітряної тривоги!",2025-03-14
61420,2025-04-03T10:59:38+00:00,carrier,mig31k,,False,kpszsu,31836,"⚠ Увага!
Ракетна небезпека по всій території України! Зліт МіГ-31К.
Не ігноруйте сигнал повітряної тривоги!""",2025-04-03
61421,2025-04-09T14:27:21+00:00,carrier,mig31k,,False,kpszsu,32222,"⚠Увага!
🛫Ракетна небезпека по всій території України! Зліт МіГ-31К з аеродрому в Астрахані.
Не ігноруйте сигнал повітряної тривоги!""",2025-04-09
61422,2025-04-17T10:40:44+00:00,carrier,mig31k,,False,kpszsu,32717,"⚠Увага!
Ракетна небезпека по всій території України!
Зліт МіГ-31К!",2025-04-17
61423,2025-04-17T11:04:10+00:00,carrier,mig31k,,True,kpszsu,32719,"📢 Відбій загрози по МіГ-31К.

🛫 Активність ворожої тактичної авіації  на північно-східному, східному та південно-східному напрямках збарігається! 
🚀Загроза застосування авіаційних засобів ураження для прифронтових областей!",2025-04-17
61424,2025-04-18T11:13:31+00:00,carrier,mig31k,,False,kpszsu,32797,"🛫Ракетна небезпека по всій території України! Зліт МіГ-31К .
Не ігноруйте сигнал повітряної тривоги!",2025-04-18
61425,2025-04-30T00:24:32+00:00,carrier,mig31k,Саваслейка,False,kpszsu,33516,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з аеродрому Саваслейка (Нижньогородська область рф).",2025-04-29
61426,2025-05-13T16:35:42+00:00,carrier,mig31k,,False,kpszsu,34313,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-05-13
61427,2025-05-23T12:36:03+00:00,carrier,mig31k,,False,kpszsu,34894,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зафіксовано зліт МіГ 31 К!",2025-05-23
61428,2025-06-03T06:50:33+00:00,carrier,mig31k,,False,kpszsu,35544,"⚠Увага!
Ракетна небезпека по всій території України! 
Зліт МіГ-31К!",2025-06-02
61429,2025-06-03T11:25:06+00:00,carrier,mig31k,,False,kpszsu,35559,"⚠Увага!
Ракетна небезпека!
Зліт МіГ-31К!",2025-06-03
61430,2025-06-09T05:55:44+00:00,carrier,mig31k,,False,kpszsu,36031,"⚠Увага!
🛬 Ракетна небезпека по всій території України!
Зліт МіГ-31К!",2025-06-08
61431,2025-06-14T23:10:59+00:00,carrier,mig31k,,False,kpszsu,36335,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-06-14
61432,2025-06-16T22:28:04+00:00,carrier,mig31k,,False,kpszsu,36455,Ракетна небезпека по всій території України! Зліт МіГ-31К!,2025-06-16
61433,2025-06-18T08:43:07+00:00,carrier,mig31k,Саваслейка,False,kpszsu,36566,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з аеродрому Саваслейка (Нижньогородська область рф).",2025-06-17
61434,2025-06-18T09:02:17+00:00,carrier,mig31k,,True,kpszsu,36568,📢 Відбій загрози по МіГ-31К.,2025-06-18
61435,2025-06-26T22:02:30+00:00,carrier,mig31k,Саваслейка,False,kpszsu,37094,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з аеродрому Саваслейка (Нижньогородська область рф).",2025-06-26
61436,2025-06-28T23:09:47+00:00,carrier,mig31k,Саваслейка,False,kpszsu,37259,🛫Зафіксовано зліт МіГ-31К з аеродрому Саваслейка.,2025-06-28
61437,2025-06-29T00:40:27+00:00,carrier,mig31k,Саваслейка,False,kpszsu,37277,🛫Зафіксовано зліт МіГ-31К з аеродрому Саваслейка.,2025-06-28
61438,2025-07-03T21:24:12+00:00,carrier,mig31k,,False,kpszsu,37620,Ракетна небезпека по всій території України! Зліт МіГ-31К!,2025-07-03
61439,2025-07-03T22:02:55+00:00,carrier,mig31k,,True,kpszsu,37626,"📢Відбій загрози по МіГ-31К.
🛵 Триває загроза застосування ворогом ударних БпЛА в областях, де оголошено тривогу.",2025-07-03
61440,2025-07-05T14:36:56+00:00,carrier,mig31k,,False,kpszsu,37767,Ракетна небезпека по всій території України! Зліт МіГ-31К!,2025-07-05
61441,2025-07-05T15:16:26+00:00,carrier,mig31k,,True,kpszsu,37773,📢 Відбій загрози по МіГ-31К.,2025-07-05
61442,2025-07-05T18:47:20+00:00,carrier,mig31k,,False,kpszsu,37787,Ракетна небезпека по всій території України! Зліт МіГ-31К!,2025-07-05
61443,2025-07-05T19:06:00+00:00,carrier,mig31k,,True,kpszsu,37788,📢 Відбій загрози по МіГ-31К.,2025-07-05
61444,2025-07-08T19:51:04+00:00,carrier,mig31k,Саваслейка,False,kpszsu,37963,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з аеродрому Саваслейка (Нижньогородська область рф).",2025-07-08
61445,2025-07-08T20:31:46+00:00,carrier,mig31k,,True,kpszsu,37968,📢 Відбій загрози по МіГ-31К.,2025-07-08
61446,2025-07-08T23:50:26+00:00,carrier,mig31k,,False,kpszsu,37982,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт 2 МіГ-31К",2025-07-08
61447,2025-07-14T11:17:42+00:00,carrier,mig31k,,False,kpszsu,38436,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зліт МіГ31К.",2025-07-14
61448,2025-07-15T10:59:16+00:00,carrier,mig31k,,False,kpszsu,38519,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт 2 МіГ-31К з ае ""Саваслейка"".",2025-07-15
61449,2025-07-15T11:10:43+00:00,carrier,mig31k,,True,kpszsu,38520,📢 Відбій загрози по МіГ-31К.,2025-07-15
61450,2025-07-15T13:00:48+00:00,carrier,mig31k,,False,kpszsu,38533,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-15
61451,2025-07-15T13:19:35+00:00,carrier,mig31k,,True,kpszsu,38535,📢 Відбій загрози по МіГ-31К.,2025-07-15
61452,2025-07-20T20:44:14+00:00,carrier,tu95,Оленья,False,kpszsu,38900,"⚠ Увага!
✈ Зафіксовано зліт кількох бортів Ту-95 з аеродрому Оленья (Мурманська область, рф)! 
 Слідкуйте за нашими повідомленнями!
 У разі оголошення повітряної тривоги – прямуйте в укриття!",2025-07-20
61453,2025-07-20T21:23:40+00:00,carrier,mig31k,,False,kpszsu,38902,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-20
61454,2025-07-20T21:53:33+00:00,carrier,mig31k,,True,kpszsu,38904,"📢 Відбій загрози по МіГ-31К.
🛵 Триває масована атака ворожих ударних БпЛА!",2025-07-20
61455,2025-07-20T23:50:51+00:00,carrier,mig31k,,False,kpszsu,38917,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-20
61456,2025-07-21T00:34:49+00:00,carrier,mig31k,,False,kpszsu,38928,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Знову зафіксовано зліт МіГ-31К.",2025-07-20
61457,2025-07-21T02:51:05+00:00,carrier,mig31k,,False,kpszsu,38957,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-20
61458,2025-07-24T12:46:24+00:00,carrier,mig31k,,False,kpszsu,39141,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зафіксовано зліт МіГ-31К!",2025-07-24
61459,2025-07-25T10:50:47+00:00,carrier,mig31k,,False,kpszsu,39213,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-25
61460,2025-07-25T11:05:02+00:00,carrier,mig31k,,True,kpszsu,39214,📢 Відбій загрози по МіГ-31К.,2025-07-25
61461,2025-07-28T04:54:16+00:00,carrier,mig31k,,False,kpszsu,39397,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-27
61462,2025-07-28T05:23:54+00:00,carrier,mig31k,,True,kpszsu,39402,📢 Відбій загрози по МіГ-31К.,2025-07-27
61463,2025-07-28T05:48:19+00:00,carrier,mig31k,,False,kpszsu,39403,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-27
61464,2025-07-28T06:14:53+00:00,carrier,mig31k,,True,kpszsu,39408,📢 Відбій загрози по МіГ-31К.,2025-07-27
61465,2025-07-30T12:57:19+00:00,carrier,mig31k,,False,kpszsu,39527,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-30
61466,2025-07-30T13:25:11+00:00,carrier,mig31k,,True,kpszsu,39529,📢 Відбій загрози по МіГ-31К.,2025-07-30
61467,2025-07-31T10:56:04+00:00,carrier,mig31k,,False,kpszsu,39584,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-31
61468,2025-07-31T18:10:28+00:00,carrier,mig31k,,False,kpszsu,39593,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-07-31
61469,2025-08-02T15:19:30+00:00,carrier,mig31k,,False,kpszsu,39718,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-08-02
61470,2025-08-02T15:41:44+00:00,carrier,mig31k,,True,kpszsu,39721,📢 Відбій загрози по МіГ-31К.,2025-08-02
61471,2025-08-04T05:55:35+00:00,carrier,mig31k,,False,kpszsu,39853,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-08-03
61472,2025-08-04T06:39:53+00:00,carrier,mig31k,,True,kpszsu,39861,📢 Відбій загрози по МіГ-31К.,2025-08-03
61473,2025-08-04T07:02:49+00:00,carrier,mig31k,,False,kpszsu,39864,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-08-03
61474,2025-08-04T07:28:26+00:00,carrier,mig31k,,True,kpszsu,39866,📢 Відбій загрози по МіГ-31К.,2025-08-03
61475,2025-08-04T08:46:10+00:00,carrier,mig31k,,False,kpszsu,39871,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-08-03
61476,2025-08-04T09:14:00+00:00,carrier,mig31k,,True,kpszsu,39878,📢 Відбій загрози по МіГ-31К.,2025-08-04
61477,2025-08-11T10:53:00+00:00,carrier,mig31k,,False,kpszsu,40214,"⚠Увага!
Ракетна небезпека по всій території України!
Зліт МіГ-31К!",2025-08-11
61478,2025-08-11T11:08:07+00:00,carrier,mig31k,,True,kpszsu,40215,📢 Відбій загрози по МіГ-31К.,2025-08-11
61479,2025-08-15T16:33:04+00:00,carrier,mig31k,,False,kpszsu,40461,"⚠Увага!
Ракетна небезпека по всій території України!
Зліт МіГ-31К!",2025-08-15
61480,2025-08-15T16:47:05+00:00,carrier,mig31k,,True,kpszsu,40465,📢 Відбій загрози по МіГ-31К.,2025-08-15
61481,2025-08-18T16:21:41+00:00,carrier,mig31k,,False,kpszsu,40640,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зафіксовано зліт МіГ-31К!",2025-08-18
61482,2025-08-18T16:39:02+00:00,carrier,mig31k,,True,kpszsu,40641,📢 Відбій загрози МіГ-31К по областях.,2025-08-18
61483,2025-08-18T21:25:51+00:00,carrier,tu95,,False,kpszsu,40652,"⚠Увага!
✈Зафіксовано зліт 2-х бортів Ту-95мс.
🔱 Про зміну обстановки повідомимо додатково!
📢Не ігноруйте сигнал повітряної тривоги.",2025-08-18
61484,2025-08-20T09:20:51+00:00,carrier,mig31k,,False,kpszsu,40731,"⚠Увага!
Ракетна небезпека по всій території України!
Зліт МіГ-31К!",2025-08-20
61485,2025-08-20T09:45:03+00:00,carrier,mig31k,,True,kpszsu,40732,📢 Відбій загрози МіГ-31К по областях.,2025-08-20
61486,2025-08-20T23:49:58+00:00,carrier,mig31k,,False,kpszsu,40758,"⚠Увага!
Ракетна небезпека по всій території України!
Зліт МіГ-31К!",2025-08-20
61487,2025-08-28T00:38:22+00:00,carrier,mig31k,,False,kpszsu,41152,🛫Зафіксовано зліт МіГ-31К.,2025-08-27
61488,2025-09-01T07:19:21+00:00,carrier,mig31k,,False,kpszsu,41436,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зафіксовано зліт МіГ-31К!",2025-08-31
61489,2025-09-01T07:37:24+00:00,carrier,mig31k,,True,kpszsu,41437,"📢 Відбій загрози по МіГ-31.

🛫 Зберігається активність ворожої тактичної авіації на північно-східному та східному напрямках.",2025-08-31
61490,2025-09-06T11:33:16+00:00,carrier,mig31k,,False,kpszsu,41760,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зафіксовано зліт МіГ-31К!",2025-09-06
61491,2025-09-06T11:50:50+00:00,carrier,mig31k,,True,kpszsu,41761,📢 Відбій загрози по МіГ-31.,2025-09-06
61492,2025-09-11T07:57:43+00:00,carrier,mig31k,,False,kpszsu,42152,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зафіксовано зліт МіГ-31К!",2025-09-10
61493,2025-09-11T08:12:37+00:00,carrier,mig31k,,True,kpszsu,42153,📢 Відбій загрози по МіГ-31.,2025-09-10
61494,2025-10-03T17:45:51+00:00,carrier,mig31k,,False,kpszsu,43785,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з ае ""Саваслейка"".",2025-10-03
61495,2025-10-03T18:10:24+00:00,carrier,mig31k,,True,kpszsu,43786,📢  Відбій загрози по Міг-31К,2025-10-03
61496,2025-10-04T22:09:42+00:00,carrier,tu95,Оленья,False,kpszsu,43873,"⚠ Увага!
✈ Зафіксовано зліт кількох бортів Ту-95 з аеродрому ""Оленья"" (Мурманська область, рф).
Слідкуйте за нашими повідомленнями!
 У разі оголошення повітряної тривоги – прямуйте в укриття!",2025-10-04
61497,2025-10-05T00:34:32+00:00,carrier,kalibr_ship,,False,kpszsu,43882,"⚠Увага!
🚀Імовірно пуски ""Калібрів"" з акваторії Чорного моря!",2025-10-04
61498,2025-10-05T03:02:43+00:00,carrier,mig31k,,False,kpszsu,43908,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з ае ""Саваслейка"".",2025-10-04
61499,2025-10-10T01:52:56+00:00,carrier,mig31k,,False,kpszsu,44351,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з ае ""Саваслейка""",2025-10-09
61500,2025-10-14T08:25:28+00:00,carrier,mig31k,,False,kpszsu,44702,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-10-13
61501,2025-10-14T08:49:14+00:00,carrier,mig31k,,True,kpszsu,44703,📢  Відбій загрози по Міг-31К,2025-10-13
61502,2025-10-16T02:19:28+00:00,carrier,mig31k,,False,kpszsu,44812,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-10-15
61503,2025-10-16T02:58:42+00:00,carrier,mig31k,,True,kpszsu,44822,📢 Відбій загрози по МіГ-31К,2025-10-15
61504,2025-10-16T03:19:44+00:00,carrier,mig31k,,False,kpszsu,44827,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з ае ""Саваслейка""",2025-10-15
61505,2025-10-16T03:43:46+00:00,carrier,mig31k,,True,kpszsu,44829,📢 Відбій загрози по МіГ-31К,2025-10-15
61506,2025-10-20T09:17:13+00:00,carrier,mig31k,,False,kpszsu,45111,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з ае ""Саваслейка""",2025-10-20
61507,2025-10-20T09:36:06+00:00,carrier,mig31k,,True,kpszsu,45113,📢 Відбій загрози по МіГ-31К,2025-10-20
61508,2025-10-22T04:04:08+00:00,carrier,mig31k,,False,kpszsu,45248,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-10-21
61509,2025-10-22T04:43:47+00:00,carrier,mig31k,,True,kpszsu,45258,📢 Відбій загрози по МіГ-31К,2025-10-21
61510,2025-10-22T05:36:52+00:00,carrier,mig31k,,False,kpszsu,45262,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-10-21
61511,2025-10-22T06:19:19+00:00,carrier,mig31k,,True,kpszsu,45265,📢 Відбій загрози по МіГ-31К,2025-10-21
61512,2025-10-27T16:37:09+00:00,carrier,mig31k,,False,kpszsu,45745,"Ракетна небезпека по всій території України! 
Зліт МіГ-31К.",2025-10-27
61513,2025-10-27T16:52:06+00:00,carrier,mig31k,,True,kpszsu,45746,📢 Відбій загрози по МіГ-31К.,2025-10-27
61514,2025-11-02T21:35:06+00:00,carrier,mig31k,,False,kpszsu,46303,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-11-02
61515,2025-11-02T22:06:18+00:00,carrier,mig31k,,True,kpszsu,46311,📢 Відбій загрози по МіГ-31К.,2025-11-02
61516,2025-11-06T09:04:26+00:00,carrier,mig31k,,False,kpszsu,46638,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-11-05
61517,2025-11-06T14:40:53+00:00,carrier,mig31k,,False,kpszsu,46659,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-11-06
61518,2025-11-07T21:25:36+00:00,carrier,mig31k,,False,kpszsu,46760,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-11-07
61519,2025-11-07T22:55:18+00:00,carrier,mig31k,,False,kpszsu,46771,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-11-07
61520,2025-11-09T22:30:15+00:00,carrier,mig31k,,False,kpszsu,46997,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-11-09
61521,2025-11-09T23:10:39+00:00,carrier,mig31k,,True,kpszsu,47006,📢 Відбій загрози по МіГ-31К.,2025-11-09
61522,2025-11-13T22:26:24+00:00,carrier,mig31k,,False,kpszsu,47335,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2025-11-13
61523,2025-11-14T19:20:48+00:00,carrier,mig31k,,False,kpszsu,47428,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К з ае ""Саваслейка""",2025-11-14
61524,2025-11-14T19:50:05+00:00,carrier,mig31k,,True,kpszsu,47433,📢 Відбій загрози по МіГ-31К.,2025-11-14
61525,2025-11-15T07:43:25+00:00,carrier,mig31k,,False,kpszsu,47465,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-11-14
61526,2025-11-15T07:53:21+00:00,carrier,mig31k,,True,kpszsu,47466,📢 Відбій загрози по МІГ-31К,2025-11-14
61527,2025-11-19T04:42:04+00:00,carrier,mig31k,,False,kpszsu,47826,"🛫 Зафіксовано зліт МіГ-31К з ае ""Саваслейка""",2025-11-18
61528,2025-11-19T08:28:18+00:00,carrier,mig31k,Саваслейка,False,kpszsu,47867,"⚠ Увага!
Ракетна небезпека по всій території України! Зліт МіГ-31К з аеродрому Саваслейка (Нижньогородська область).
Не ігноруйте сигнал повітряної тривоги!",2025-11-18
61529,2025-11-24T10:10:09+00:00,carrier,mig31k,,False,kpszsu,48208,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-11-24
61530,2025-11-24T23:03:26+00:00,carrier,mig31k,,False,kpszsu,48261,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-11-24
61531,2025-11-25T04:54:09+00:00,carrier,mig31k,,False,kpszsu,48305,🚨🛬 Зліт МіГ-31!,2025-11-24
61532,2025-11-28T16:47:27+00:00,carrier,mig31k,,False,kpszsu,48539,"⚠УВАГА
🚨 Ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-11-28
61533,2025-12-05T23:22:25+00:00,carrier,mig31k,,False,kpszsu,49091,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К!",2025-12-05
61534,2025-12-06T00:04:32+00:00,carrier,mig31k,,True,kpszsu,49104,📢 Відбій ракетної небезпеки по МіГ-31К.,2025-12-05
61535,2025-12-06T00:23:00+00:00,carrier,mig31k,,False,kpszsu,49107,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К!",2025-12-05
61536,2025-12-06T01:00:26+00:00,carrier,mig31k,,True,kpszsu,49113,📢 Відбій ракетної небезпеки по МіГ-31К.,2025-12-05
61537,2025-12-06T23:22:37+00:00,carrier,mig31k,,False,kpszsu,49210,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К!",2025-12-06
61538,2025-12-07T00:06:10+00:00,carrier,mig31k,,True,kpszsu,49219,📢 Відбій загрози по МІГ-31К,2025-12-06
61539,2025-12-13T00:24:06+00:00,carrier,mig31k,,False,kpszsu,49597,🛫Зафіксовано зліт МіГ-31К!,2025-12-12
61540,2025-12-13T00:58:23+00:00,carrier,mig31k,,False,kpszsu,49604,🛫Зафіксовано зліт МіГ-31К!,2025-12-12
61541,2025-12-25T21:54:24+00:00,carrier,kalibr_ship,,False,kpszsu,50762,"⚠ Увага!
🚀Зафіксовано пуски крилатих ракет ""Калібр"" з акваторії Чорного моря.
🚨 Не ігноруйте сигнал повітряної тривоги.",2025-12-25
61542,2025-12-26T23:48:41+00:00,carrier,mig31k,,False,kpszsu,50864,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2025-12-26
61543,2026-01-04T17:22:13+00:00,carrier,mig31k,,False,kpszsu,51623,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2026-01-04
61544,2026-01-04T23:35:22+00:00,carrier,mig31k,,False,kpszsu,51640,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2026-01-04
61545,2026-01-05T00:16:58+00:00,carrier,mig31k,,False,kpszsu,51649,"⚠УВАГА
🛫 Зафіксовано зліт МіГ-31К",2026-01-04
61546,2026-01-08T23:54:22+00:00,carrier,kalibr_ship,,False,kpszsu,51938,"⚠Увага!
🚀Попередньо відмічено пуски КРМБ типу ""Калібр"" з акваторії Чорного моря!",2026-01-08
61547,2026-01-09T00:13:09+00:00,carrier,mig31k,,False,kpszsu,51942,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К!",2026-01-08
61548,2026-01-16T16:06:09+00:00,carrier,mig31k,,False,kpszsu,52712,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К!",2026-01-16
61549,2026-01-16T16:46:44+00:00,carrier,mig31k,,False,kpszsu,52715,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К!",2026-01-16
61550,2026-01-23T14:48:58+00:00,carrier,mig31k,,False,kpszsu,53430,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зафіксовано зліт МіГ 31 К!",2026-01-23
61551,2026-02-03T16:58:36+00:00,carrier,mig31k,,False,kpszsu,54486,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2026-02-03
61552,2026-02-03T17:18:30+00:00,carrier,mig31k,,True,kpszsu,54489,📢 Відбій ракетної небезпеки по МіГ-31К.,2026-02-03
61553,2026-02-06T06:55:38+00:00,carrier,mig31k,,False,kpszsu,54739,"⚠УВАГА!
🛫 Зафіксовано зліт МіГ-31К.
Ракетна небезпека по всій території України!",2026-02-05
61554,2026-02-07T09:23:51+00:00,carrier,mig31k,,False,kpszsu,54984,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2026-02-06
61555,2026-02-11T12:39:06+00:00,carrier,mig31k,,False,kpszsu,55309,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2026-02-11
61556,2026-02-11T13:30:10+00:00,carrier,mig31k,,True,kpszsu,55322,📢 Відбій небезпеки по МіГ-31К.,2026-02-11
61557,2026-02-22T02:47:53+00:00,carrier,mig31k,,False,kpszsu,56239,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2026-02-21
61558,2026-02-27T09:25:27+00:00,carrier,mig31k,,False,kpszsu,56661,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зафіксовано зліт МіГ-31К!",2026-02-26
61559,2026-02-27T09:55:51+00:00,carrier,mig31k,,True,kpszsu,56662,📢 Відбій небезпеки по МіГ-31К.,2026-02-26
61560,2026-03-07T00:24:19+00:00,carrier,kalibr_ship,,False,kpszsu,57299,"⚠ Увага!
🚀Зафіксовано пуски крилатих ракет ""Калібр"" з акваторії Чорного моря.",2026-03-06
61561,2026-03-14T01:42:18+00:00,carrier,kalibr_ship,,False,kpszsu,57901,"⚠Увага!
Відмічено пуски крилатих ракет типу ""Калібр"" з Чорного моря!",2026-03-13
61562,2026-03-28T19:01:44+00:00,carrier,mig31k,,False,kpszsu,58950,"⚠Увага!
🚀Ракетна небезпека по всій території України!
🛫Зліт МіГ31К.",2026-03-28
61563,2026-03-29T22:46:51+00:00,carrier,mig31k,,False,kpszsu,59053,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К",2026-03-29
61564,2026-03-29T23:29:39+00:00,carrier,mig31k,,True,kpszsu,59055,📢 Відбій небезпеки по МіГ-31К.,2026-03-29
61565,2026-03-30T01:53:45+00:00,carrier,mig31k,,False,kpszsu,59058,"⚠УВАГА
🚨 Вся Україна - ракетна небезпека!
🛫 Зафіксовано зліт МіГ-31К.",2026-03-29
61566,2026-03-30T02:33:48+00:00,carrier,mig31k,,True,kpszsu,59059,📢 Відбій небезпеки по МіГ-31К.,2026-03-29
