region_code,region_id,raid_day,alerts_count,total_minutes,night_minutes
kyiv_city,1,2022-02-24,1,281.0,0.0
kyiv_city,1,2022-02-25,2,1225.0,480.0
kyiv_city,1,2022-02-26,0,1440.0,480.0
kyiv_oblast,2,2022-02-26,1,30.0,0.0
kyiv_city,1,2022-02-27,2,1258.0,480.0
kyiv_oblast,2,2022-02-27,2,60.0,0.0
kyiv_city,1,2022-02-28,9,469.0,52.0
kyiv_oblast,2,2022-02-28,2,937.0,480.0
kyiv_city,1,2022-03-01,7,448.0,105.0
kyiv_oblast,2,2022-03-01,3,990.0,480.0
kyiv_city,1,2022-03-02,8,864.0,330.0
kyiv_oblast,2,2022-03-02,1,30.0,0.0
kyiv_city,1,2022-03-03,5,394.0,141.0
kyiv_oblast,2,2022-03-03,2,40.0,20.0
kyiv_city,1,2022-03-04,6,1126.0,464.0
kyiv_oblast,2,2022-03-04,3,376.0,221.0
kyiv_city,1,2022-03-05,6,330.0,126.0
kyiv_oblast,2,2022-03-05,1,11.0,0.0
kyiv_city,1,2022-03-06,4,501.0,151.0
kyiv_oblast,2,2022-03-06,1,33.0,0.0
kyiv_city,1,2022-03-07,3,318.0,0.0
kyiv_oblast,2,2022-03-07,1,30.0,0.0
kyiv_city,1,2022-03-08,6,294.0,141.0
kyiv_oblast,2,2022-03-08,3,82.0,30.0
kyiv_city,1,2022-03-09,8,593.0,193.0
kyiv_oblast,2,2022-03-09,1,92.0,92.0
kyiv_city,1,2022-03-10,8,638.0,236.0
kyiv_oblast,2,2022-03-10,2,123.0,0.0
kyiv_city,1,2022-03-11,7,581.0,201.0
kyiv_oblast,2,2022-03-11,2,306.0,137.0
kyiv_city,1,2022-03-12,4,316.0,149.0
kyiv_oblast,2,2022-03-12,1,186.0,137.0
kyiv_city,1,2022-03-13,5,715.0,223.0
kyiv_city,1,2022-03-14,9,606.0,203.0
kyiv_oblast,2,2022-03-14,2,46.0,32.0
kyiv_city,1,2022-03-15,6,722.0,248.0
kyiv_oblast,2,2022-03-15,3,503.0,188.0
kyiv_city,1,2022-03-16,7,499.0,175.0
kyiv_oblast,2,2022-03-16,4,249.0,136.0
kyiv_city,1,2022-03-17,8,447.0,115.0
kyiv_oblast,2,2022-03-17,2,252.0,32.0
kyiv_city,1,2022-03-18,8,360.0,93.0
kyiv_oblast,2,2022-03-18,2,140.0,77.0
kyiv_city,1,2022-03-19,5,305.0,149.0
kyiv_oblast,2,2022-03-19,3,237.0,90.0
kyiv_city,1,2022-03-20,6,481.0,234.0
kyiv_oblast,2,2022-03-20,3,163.0,84.0
kyiv_city,1,2022-03-21,8,650.0,89.0
kyiv_oblast,2,2022-03-21,6,509.0,85.0
kyiv_city,1,2022-03-22,6,517.0,0.0
kyiv_oblast,2,2022-03-22,5,369.0,0.0
kyiv_city,1,2022-03-23,7,480.0,127.0
kyiv_oblast,2,2022-03-23,5,341.0,130.0
kyiv_city,1,2022-03-24,5,292.0,22.0
kyiv_oblast,2,2022-03-24,3,284.0,23.0
kyiv_city,1,2022-03-25,7,634.0,82.0
kyiv_oblast,2,2022-03-25,5,641.0,70.0
kyiv_city,1,2022-03-26,3,354.0,32.0
kyiv_oblast,2,2022-03-26,3,337.0,21.0
kyiv_city,1,2022-03-27,5,480.0,317.0
kyiv_oblast,2,2022-03-27,4,429.0,285.0
kyiv_city,1,2022-03-28,7,437.0,52.0
kyiv_oblast,2,2022-03-28,6,410.0,40.0
kyiv_city,1,2022-03-29,10,591.0,139.0
kyiv_oblast,2,2022-03-29,10,579.0,129.0
kyiv_city,1,2022-03-30,2,168.0,76.0
kyiv_oblast,2,2022-03-30,2,162.0,76.0
kyiv_city,1,2022-03-31,4,210.0,107.0
kyiv_oblast,2,2022-03-31,3,300.0,199.0
kyiv_city,1,2022-04-01,2,230.0,143.0
kyiv_oblast,2,2022-04-01,2,229.0,140.0
kyiv_city,1,2022-04-02,3,263.0,99.0
kyiv_oblast,2,2022-04-02,3,256.0,94.0
kyiv_city,1,2022-04-03,4,156.0,81.0
kyiv_oblast,2,2022-04-03,4,358.0,183.0
kyiv_city,1,2022-04-04,3,225.0,97.0
kyiv_oblast,2,2022-04-04,3,149.0,101.0
kyiv_city,1,2022-04-05,3,95.0,60.0
kyiv_oblast,2,2022-04-05,3,94.0,59.0
kyiv_city,1,2022-04-06,3,66.0,34.0
kyiv_oblast,2,2022-04-06,5,190.0,27.0
kyiv_city,1,2022-04-07,3,134.0,0.0
kyiv_oblast,2,2022-04-07,2,107.0,0.0
kyiv_city,1,2022-04-08,1,27.0,27.0
kyiv_oblast,2,2022-04-08,2,29.0,26.0
kyiv_city,1,2022-04-09,1,57.0,17.0
kyiv_oblast,2,2022-04-09,1,58.0,21.0
kyiv_city,1,2022-04-10,2,116.0,42.0
kyiv_oblast,2,2022-04-10,2,115.0,40.0
kyiv_city,1,2022-04-11,3,111.0,88.0
kyiv_oblast,2,2022-04-11,3,108.0,88.0
kyiv_city,1,2022-04-12,1,37.0,37.0
kyiv_oblast,2,2022-04-12,1,32.0,32.0
kyiv_city,1,2022-04-13,2,94.0,0.0
kyiv_oblast,2,2022-04-13,1,77.0,0.0
kyiv_city,1,2022-04-14,6,339.0,204.0
kyiv_oblast,2,2022-04-14,6,340.0,204.0
kyiv_city,1,2022-04-15,3,288.0,98.0
kyiv_oblast,2,2022-04-15,3,274.0,93.0
kyiv_city,1,2022-04-16,4,163.0,46.0
kyiv_oblast,2,2022-04-16,4,154.0,44.0
kyiv_city,1,2022-04-17,2,201.0,0.0
kyiv_oblast,2,2022-04-17,2,208.0,0.0
kyiv_city,1,2022-04-18,3,212.0,113.0
kyiv_oblast,2,2022-04-18,3,212.0,115.0
kyiv_city,1,2022-04-20,2,72.0,35.0
kyiv_oblast,2,2022-04-20,2,76.0,40.0
kyiv_city,1,2022-04-21,2,106.0,0.0
kyiv_oblast,2,2022-04-21,2,106.0,0.0
kyiv_city,1,2022-04-22,2,94.0,64.0
kyiv_oblast,2,2022-04-22,2,95.0,64.0
kyiv_city,1,2022-04-23,4,212.0,108.0
kyiv_oblast,2,2022-04-23,4,213.0,109.0
kyiv_city,1,2022-04-24,5,345.0,0.0
kyiv_oblast,2,2022-04-24,4,344.0,0.0
kyiv_city,1,2022-04-25,1,86.0,11.0
kyiv_oblast,2,2022-04-25,1,91.0,13.0
kyiv_city,1,2022-04-26,1,24.0,0.0
kyiv_oblast,2,2022-04-26,1,21.0,0.0
kyiv_city,1,2022-04-27,3,92.0,37.0
kyiv_oblast,2,2022-04-27,3,88.0,35.0
kyiv_city,1,2022-04-28,2,201.0,0.0
kyiv_oblast,2,2022-04-28,2,202.0,0.0
kyiv_city,1,2022-04-29,1,55.0,55.0
kyiv_oblast,2,2022-04-29,1,55.0,55.0
kyiv_city,1,2022-05-03,3,183.0,17.0
kyiv_oblast,2,2022-05-03,3,179.0,17.0
kyiv_city,1,2022-05-04,3,333.0,135.0
kyiv_oblast,2,2022-05-04,3,329.0,142.0
kyiv_city,1,2022-05-05,1,122.0,16.0
kyiv_oblast,2,2022-05-05,1,123.0,20.0
kyiv_city,1,2022-05-06,6,113.0,40.0
kyiv_oblast,2,2022-05-06,6,108.0,35.0
kyiv_city,1,2022-05-07,6,247.0,43.0
kyiv_oblast,2,2022-05-07,6,234.0,42.0
kyiv_city,1,2022-05-08,3,116.0,4.0
kyiv_oblast,2,2022-05-08,3,118.0,6.0
kyiv_city,1,2022-05-09,2,50.0,0.0
kyiv_oblast,2,2022-05-09,2,49.0,0.0
kyiv_city,1,2022-05-10,1,45.0,0.0
kyiv_oblast,2,2022-05-10,1,42.0,0.0
kyiv_city,1,2022-05-11,1,31.0,31.0
kyiv_oblast,2,2022-05-11,1,30.0,30.0
kyiv_city,1,2022-05-12,4,289.0,210.0
kyiv_oblast,2,2022-05-12,4,226.0,149.0
kyiv_city,1,2022-05-13,2,118.0,30.0
kyiv_oblast,2,2022-05-13,2,118.0,33.0
kyiv_city,1,2022-05-14,3,149.0,93.0
kyiv_oblast,2,2022-05-14,3,143.0,90.0
kyiv_city,1,2022-05-15,2,84.0,22.0
kyiv_oblast,2,2022-05-15,2,82.0,24.0
kyiv_city,1,2022-05-16,2,211.0,211.0
kyiv_oblast,2,2022-05-16,2,207.0,207.0
kyiv_city,1,2022-05-17,1,73.0,63.0
kyiv_oblast,2,2022-05-17,1,70.0,65.0
kyiv_city,1,2022-05-18,2,207.0,41.0
kyiv_oblast,2,2022-05-18,2,211.0,43.0
kyiv_city,1,2022-05-19,2,84.0,0.0
kyiv_oblast,2,2022-05-19,2,81.0,0.0
kyiv_city,1,2022-05-20,5,307.0,32.0
kyiv_oblast,2,2022-05-20,5,306.0,33.0
kyiv_city,1,2022-05-21,1,31.0,0.0
kyiv_oblast,2,2022-05-21,1,32.0,0.0
kyiv_city,1,2022-05-22,5,346.0,183.0
kyiv_oblast,2,2022-05-22,5,341.0,177.0
kyiv_city,1,2022-05-23,3,158.0,26.0
kyiv_oblast,2,2022-05-23,3,164.0,32.0
kyiv_city,1,2022-05-24,3,266.0,97.0
kyiv_oblast,2,2022-05-24,3,172.0,95.0
kyiv_city,1,2022-05-25,1,137.0,0.0
kyiv_oblast,2,2022-05-25,1,137.0,0.0
kyiv_city,1,2022-05-26,4,186.0,37.0
kyiv_oblast,2,2022-05-26,4,180.0,34.0
kyiv_city,1,2022-05-27,4,140.0,58.0
kyiv_oblast,2,2022-05-27,4,133.0,53.0
kyiv_city,1,2022-05-28,2,93.0,36.0
kyiv_oblast,2,2022-05-28,2,93.0,34.0
kyiv_city,1,2022-05-29,2,55.0,24.0
kyiv_oblast,2,2022-05-29,2,59.0,24.0
kyiv_city,1,2022-05-31,2,46.0,20.0
kyiv_oblast,2,2022-05-31,2,45.0,20.0
kyiv_city,1,2022-06-01,3,191.0,97.0
kyiv_oblast,2,2022-06-01,3,193.0,99.0
kyiv_city,1,2022-06-03,3,134.0,64.0
kyiv_oblast,2,2022-06-03,4,145.0,85.0
kyiv_city,1,2022-06-04,3,255.0,154.0
kyiv_oblast,2,2022-06-04,3,227.0,130.0
kyiv_city,1,2022-06-05,2,152.0,53.0
kyiv_oblast,2,2022-06-05,2,145.0,49.0
kyiv_city,1,2022-06-06,1,99.0,30.0
kyiv_oblast,2,2022-06-06,1,99.0,29.0
kyiv_city,1,2022-06-07,2,66.0,0.0
kyiv_oblast,2,2022-06-07,1,62.0,0.0
kyiv_city,1,2022-06-08,2,100.0,52.0
kyiv_oblast,2,2022-06-08,2,102.0,54.0
kyiv_city,1,2022-06-09,1,68.0,0.0
kyiv_oblast,2,2022-06-09,1,62.0,0.0
kyiv_city,1,2022-06-10,2,38.0,0.0
kyiv_oblast,2,2022-06-10,2,33.0,0.0
kyiv_city,1,2022-06-11,1,72.0,14.0
kyiv_oblast,2,2022-06-11,1,72.0,15.0
kyiv_city,1,2022-06-12,1,31.0,31.0
kyiv_oblast,2,2022-06-12,1,11.0,11.0
kyiv_city,1,2022-06-13,2,86.0,0.0
kyiv_oblast,2,2022-06-13,2,85.0,0.0
kyiv_city,1,2022-06-14,2,122.0,37.0
kyiv_oblast,2,2022-06-14,2,120.0,35.0
kyiv_city,1,2022-06-15,1,31.0,0.0
kyiv_oblast,2,2022-06-15,1,31.0,0.0
kyiv_city,1,2022-06-16,2,93.0,75.0
kyiv_oblast,2,2022-06-16,2,93.0,71.0
kyiv_city,1,2022-06-17,2,82.0,75.0
kyiv_oblast,2,2022-06-17,2,85.0,75.0
kyiv_city,1,2022-06-18,3,91.0,0.0
kyiv_oblast,2,2022-06-18,3,87.0,0.0
kyiv_city,1,2022-06-20,3,60.0,0.0
kyiv_oblast,2,2022-06-20,4,107.0,0.0
kyiv_city,1,2022-06-22,3,91.0,33.0
kyiv_oblast,2,2022-06-22,3,94.0,38.0
kyiv_city,1,2022-06-23,2,39.0,0.0
kyiv_oblast,2,2022-06-23,2,40.0,0.0
kyiv_city,1,2022-06-24,3,296.0,221.0
kyiv_oblast,2,2022-06-24,3,291.0,216.0
kyiv_city,1,2022-06-25,4,276.0,37.0
kyiv_oblast,2,2022-06-25,4,268.0,34.0
kyiv_city,1,2022-06-26,3,178.0,54.0
kyiv_oblast,2,2022-06-26,4,176.0,54.0
kyiv_city,1,2022-06-27,2,92.0,0.0
kyiv_oblast,2,2022-06-27,2,92.0,0.0
kyiv_city,1,2022-06-28,2,120.0,0.0
kyiv_oblast,2,2022-06-28,2,121.0,0.0
kyiv_city,1,2022-07-04,1,111.0,111.0
kyiv_oblast,2,2022-07-04,1,110.0,110.0
kyiv_city,1,2022-07-05,2,128.0,64.0
kyiv_oblast,2,2022-07-05,2,136.0,60.0
kyiv_city,1,2022-07-06,1,54.0,54.0
kyiv_oblast,2,2022-07-06,1,52.0,52.0
kyiv_city,1,2022-07-10,1,133.0,133.0
kyiv_oblast,2,2022-07-10,1,135.0,135.0
kyiv_city,1,2022-07-11,1,76.0,76.0
kyiv_oblast,2,2022-07-11,1,77.0,77.0
kyiv_city,1,2022-07-13,2,178.0,0.0
kyiv_oblast,2,2022-07-13,2,171.0,0.0
kyiv_city,1,2022-07-14,2,146.0,107.0
kyiv_oblast,2,2022-07-14,2,102.0,63.0
kyiv_city,1,2022-07-15,3,205.0,90.0
kyiv_oblast,2,2022-07-15,2,196.0,87.0
kyiv_city,1,2022-07-16,1,91.0,0.0
kyiv_oblast,2,2022-07-16,1,90.0,0.0
kyiv_city,1,2022-07-18,2,68.0,37.0
kyiv_oblast,2,2022-07-18,2,68.0,36.0
kyiv_city,1,2022-07-22,1,85.0,84.0
kyiv_oblast,2,2022-07-22,1,85.0,82.0
kyiv_city,1,2022-07-23,2,149.0,0.0
kyiv_oblast,2,2022-07-23,2,151.0,0.0
kyiv_city,1,2022-07-24,1,39.0,39.0
kyiv_oblast,2,2022-07-24,1,39.0,39.0
kyiv_city,1,2022-07-25,2,177.0,79.0
kyiv_oblast,2,2022-07-25,2,175.0,76.0
kyiv_city,1,2022-07-26,2,150.0,87.0
kyiv_oblast,2,2022-07-26,2,149.0,85.0
kyiv_city,1,2022-07-27,4,131.0,92.0
kyiv_oblast,2,2022-07-27,3,130.0,84.0
kyiv_city,1,2022-07-28,2,110.0,0.0
kyiv_oblast,2,2022-07-28,2,112.0,0.0
kyiv_city,1,2022-07-29,1,29.0,0.0
kyiv_oblast,2,2022-07-29,1,27.0,0.0
kyiv_city,1,2022-07-31,2,97.0,68.0
kyiv_oblast,2,2022-07-31,2,223.0,114.0
kyiv_city,1,2022-08-02,1,85.0,0.0
kyiv_oblast,2,2022-08-02,1,90.0,0.0
kyiv_city,1,2022-08-04,1,26.0,26.0
kyiv_oblast,2,2022-08-04,1,19.0,19.0
kyiv_city,1,2022-08-05,2,60.0,1.0
kyiv_oblast,2,2022-08-05,2,59.0,2.0
kyiv_city,1,2022-08-07,3,141.0,0.0
kyiv_oblast,2,2022-08-07,3,145.0,0.0
kyiv_city,1,2022-08-08,2,70.0,0.0
kyiv_oblast,2,2022-08-08,2,71.0,0.0
kyiv_city,1,2022-08-11,4,128.0,21.0
kyiv_oblast,2,2022-08-11,4,134.0,22.0
kyiv_city,1,2022-08-12,2,41.0,26.0
kyiv_oblast,2,2022-08-12,2,38.0,25.0
kyiv_city,1,2022-08-15,2,148.0,148.0
kyiv_oblast,2,2022-08-15,2,144.0,144.0
kyiv_city,1,2022-08-16,3,152.0,64.0
kyiv_oblast,2,2022-08-16,3,146.0,59.0
kyiv_city,1,2022-08-17,1,18.0,18.0
kyiv_oblast,2,2022-08-17,1,17.0,17.0
kyiv_city,1,2022-08-18,1,47.0,47.0
kyiv_oblast,2,2022-08-18,1,47.0,47.0
kyiv_city,1,2022-08-19,5,175.0,28.0
kyiv_oblast,2,2022-08-19,5,174.0,28.0
kyiv_city,1,2022-08-20,2,119.0,44.0
kyiv_oblast,2,2022-08-20,2,100.0,44.0
kyiv_city,1,2022-08-21,1,16.0,0.0
kyiv_oblast,2,2022-08-21,1,17.0,0.0
kyiv_city,1,2022-08-22,2,40.0,0.0
kyiv_oblast,2,2022-08-22,2,35.0,0.0
kyiv_city,1,2022-08-23,2,103.0,0.0
kyiv_oblast,2,2022-08-23,2,105.0,0.0
kyiv_city,1,2022-08-24,6,372.0,47.0
kyiv_oblast,2,2022-08-24,6,376.0,47.0
kyiv_city,1,2022-08-25,1,27.0,27.0
kyiv_oblast,2,2022-08-25,1,28.0,28.0
kyiv_city,1,2022-08-28,1,32.0,0.0
kyiv_oblast,2,2022-08-28,1,31.0,0.0
kyiv_city,1,2022-08-30,1,15.0,0.0
kyiv_oblast,2,2022-08-30,1,11.0,0.0
kyiv_city,1,2022-08-31,0,22.0,0.0
kyiv_oblast,2,2022-08-31,0,25.0,0.0
kyiv_city,1,2022-09-02,3,83.0,22.0
kyiv_oblast,2,2022-09-02,3,78.0,16.0
kyiv_city,1,2022-09-03,1,84.0,0.0
kyiv_oblast,2,2022-09-03,1,81.0,0.0
kyiv_city,1,2022-09-05,1,61.0,0.0
kyiv_oblast,2,2022-09-05,1,61.0,0.0
kyiv_city,1,2022-09-06,1,16.0,0.0
kyiv_oblast,2,2022-09-06,1,16.0,0.0
kyiv_city,1,2022-09-07,1,24.0,0.0
kyiv_oblast,2,2022-09-07,1,91.0,0.0
kyiv_city,1,2022-09-09,1,17.0,0.0
kyiv_oblast,2,2022-09-09,1,15.0,0.0
kyiv_city,1,2022-09-10,2,94.0,3.0
kyiv_oblast,2,2022-09-10,2,94.0,3.0
kyiv_city,1,2022-09-11,1,92.0,0.0
kyiv_oblast,2,2022-09-11,1,91.0,0.0
kyiv_city,1,2022-09-14,2,75.0,0.0
kyiv_oblast,2,2022-09-14,2,75.0,0.0
kyiv_city,1,2022-09-15,3,97.0,0.0
kyiv_oblast,2,2022-09-15,3,96.0,0.0
kyiv_city,1,2022-09-16,3,98.0,25.0
kyiv_oblast,2,2022-09-16,3,97.0,25.0
kyiv_city,1,2022-09-19,1,14.0,14.0
kyiv_oblast,2,2022-09-19,1,17.0,17.0
kyiv_city,1,2022-09-21,1,16.0,0.0
kyiv_oblast,2,2022-09-21,1,13.0,0.0
kyiv_city,1,2022-09-22,1,21.0,0.0
kyiv_oblast,2,2022-09-22,1,23.0,0.0
kyiv_city,1,2022-09-26,1,29.0,0.0
kyiv_oblast,2,2022-09-26,1,29.0,0.0
kyiv_city,1,2022-09-28,1,27.0,0.0
kyiv_oblast,2,2022-09-28,1,28.0,0.0
kyiv_city,1,2022-09-30,2,63.0,32.0
kyiv_oblast,2,2022-09-30,2,62.0,31.0
kyiv_city,1,2022-10-01,1,38.0,0.0
kyiv_oblast,2,2022-10-01,1,37.0,0.0
kyiv_city,1,2022-10-02,1,58.0,0.0
kyiv_oblast,2,2022-10-02,1,44.0,0.0
kyiv_city,1,2022-10-04,3,348.0,165.0
kyiv_oblast,2,2022-10-04,3,399.0,212.0
kyiv_city,1,2022-10-05,1,29.0,21.0
kyiv_oblast,2,2022-10-05,2,85.0,20.0
kyiv_city,1,2022-10-06,1,28.0,0.0
kyiv_oblast,2,2022-10-06,1,29.0,0.0
kyiv_city,1,2022-10-09,3,422.0,21.0
kyiv_oblast,2,2022-10-09,3,420.0,21.0
kyiv_city,1,2022-10-10,2,388.0,0.0
kyiv_oblast,2,2022-10-10,2,388.0,0.0
kyiv_city,1,2022-10-11,4,140.0,61.0
kyiv_oblast,2,2022-10-11,3,136.0,58.0
kyiv_city,1,2022-10-12,2,162.0,58.0
kyiv_oblast,2,2022-10-12,2,161.0,56.0
kyiv_city,1,2022-10-13,2,81.0,0.0
kyiv_oblast,2,2022-10-13,2,81.0,0.0
kyiv_city,1,2022-10-14,1,60.0,0.0
kyiv_oblast,2,2022-10-14,2,108.0,0.0
kyiv_city,1,2022-10-15,3,57.0,28.0
kyiv_oblast,2,2022-10-15,3,54.0,27.0
kyiv_city,1,2022-10-16,2,250.0,0.0
kyiv_oblast,2,2022-10-16,2,260.0,0.0
kyiv_city,1,2022-10-17,5,714.0,179.0
kyiv_oblast,2,2022-10-17,4,760.0,208.0
kyiv_city,1,2022-10-19,3,340.0,5.0
kyiv_oblast,2,2022-10-19,2,335.0,0.0
kyiv_city,1,2022-10-20,1,36.0,0.0
kyiv_oblast,2,2022-10-20,1,35.0,0.0
kyiv_city,1,2022-10-21,4,431.0,113.0
kyiv_oblast,2,2022-10-21,4,427.0,112.0
kyiv_city,1,2022-10-22,1,58.0,18.0
kyiv_oblast,2,2022-10-22,1,61.0,20.0
kyiv_city,1,2022-10-24,2,177.0,0.0
kyiv_oblast,2,2022-10-24,2,175.0,0.0
kyiv_city,1,2022-10-25,1,88.0,0.0
kyiv_oblast,2,2022-10-25,1,90.0,0.0
kyiv_city,1,2022-10-26,6,318.0,70.0
kyiv_oblast,2,2022-10-26,7,424.0,179.0
kyiv_city,1,2022-10-27,1,99.0,21.0
kyiv_oblast,2,2022-10-27,1,99.0,21.0
kyiv_city,1,2022-10-28,1,21.0,0.0
kyiv_oblast,2,2022-10-28,1,21.0,0.0
kyiv_city,1,2022-10-29,1,84.0,0.0
kyiv_oblast,2,2022-10-29,1,84.0,0.0
kyiv_city,1,2022-10-30,2,205.0,23.0
kyiv_oblast,2,2022-10-30,2,259.0,23.0
kyiv_city,1,2022-10-31,1,89.0,0.0
kyiv_oblast,2,2022-10-31,1,89.0,0.0
kyiv_oblast,2,2022-11-01,1,113.0,113.0
kyiv_oblast,2,2022-11-03,1,95.0,95.0
kyiv_city,1,2022-11-04,2,136.0,0.0
kyiv_oblast,2,2022-11-04,2,135.0,0.0
kyiv_city,1,2022-11-08,1,44.0,9.0
kyiv_oblast,2,2022-11-08,1,48.0,9.0
kyiv_city,1,2022-11-09,1,87.0,0.0
kyiv_oblast,2,2022-11-09,2,118.0,0.0
kyiv_city,1,2022-11-12,3,217.0,30.0
kyiv_oblast,2,2022-11-12,3,209.0,28.0
kyiv_city,1,2022-11-13,1,97.0,0.0
kyiv_oblast,2,2022-11-13,1,88.0,0.0
kyiv_city,1,2022-11-15,3,315.0,45.0
kyiv_oblast,2,2022-11-15,3,317.0,45.0
kyiv_city,1,2022-11-16,1,176.0,0.0
kyiv_oblast,2,2022-11-16,1,176.0,0.0
kyiv_city,1,2022-11-17,1,30.0,0.0
kyiv_oblast,2,2022-11-17,1,30.0,0.0
kyiv_city,1,2022-11-19,1,93.0,0.0
kyiv_oblast,2,2022-11-19,1,94.0,0.0
kyiv_city,1,2022-11-23,1,142.0,0.0
kyiv_oblast,2,2022-11-23,1,141.0,0.0
kyiv_city,1,2022-11-29,1,11.0,0.0
kyiv_oblast,2,2022-11-29,1,16.0,0.0
kyiv_city,1,2022-12-01,1,77.0,0.0
kyiv_oblast,2,2022-12-01,1,72.0,0.0
kyiv_oblast,2,2022-12-02,2,16.0,0.0
kyiv_city,1,2022-12-03,1,18.0,0.0
kyiv_oblast,2,2022-12-03,1,17.0,0.0
kyiv_city,1,2022-12-05,1,180.0,0.0
kyiv_oblast,2,2022-12-05,1,191.0,0.0
kyiv_oblast,2,2022-12-06,2,215.0,215.0
kyiv_city,1,2022-12-11,2,49.0,30.0
kyiv_oblast,2,2022-12-11,2,51.0,31.0
kyiv_oblast,2,2022-12-12,1,24.0,24.0
kyiv_city,1,2022-12-13,2,263.0,4.0
kyiv_oblast,2,2022-12-13,2,262.0,3.0
kyiv_city,1,2022-12-15,1,230.0,0.0
kyiv_oblast,2,2022-12-15,1,228.0,0.0
kyiv_city,1,2022-12-16,1,56.0,0.0
kyiv_oblast,2,2022-12-16,2,101.0,48.0
kyiv_city,1,2022-12-17,0,67.0,0.0
kyiv_oblast,2,2022-12-17,0,65.0,0.0
kyiv_city,1,2022-12-18,2,225.0,225.0
kyiv_oblast,2,2022-12-18,2,194.0,194.0
kyiv_city,1,2022-12-19,1,22.0,0.0
kyiv_oblast,2,2022-12-19,1,23.0,0.0
kyiv_city,1,2022-12-21,3,161.0,0.0
kyiv_oblast,2,2022-12-21,3,160.0,0.0
kyiv_city,1,2022-12-23,2,38.0,0.0
kyiv_oblast,2,2022-12-23,2,36.0,0.0
kyiv_city,1,2022-12-24,1,122.0,0.0
kyiv_oblast,2,2022-12-24,1,125.0,0.0
kyiv_city,1,2022-12-25,1,114.0,0.0
kyiv_oblast,2,2022-12-25,2,143.0,0.0
kyiv_oblast,2,2022-12-26,1,30.0,0.0
kyiv_city,1,2022-12-27,3,158.0,0.0
kyiv_oblast,2,2022-12-27,3,163.0,0.0
kyiv_city,1,2022-12-28,1,362.0,0.0
kyiv_oblast,2,2022-12-28,1,362.0,0.0
kyiv_city,1,2022-12-29,2,144.0,132.0
kyiv_oblast,2,2022-12-29,2,158.0,148.0
kyiv_city,1,2022-12-30,0,21.0,0.0
kyiv_oblast,2,2022-12-30,0,23.0,0.0
kyiv_city,1,2022-12-31,2,450.0,256.0
kyiv_oblast,2,2022-12-31,2,451.0,258.0
kyiv_city,1,2023-01-01,1,248.0,248.0
kyiv_oblast,2,2023-01-01,1,248.0,248.0
kyiv_city,1,2023-01-03,1,84.0,0.0
kyiv_oblast,2,2023-01-03,1,83.0,0.0
kyiv_city,1,2023-01-04,1,64.0,0.0
kyiv_oblast,2,2023-01-04,1,65.0,0.0
kyiv_city,1,2023-01-06,1,112.0,0.0
kyiv_oblast,2,2023-01-06,1,112.0,0.0
kyiv_city,1,2023-01-13,1,88.0,0.0
kyiv_oblast,2,2023-01-13,1,89.0,0.0
kyiv_city,1,2023-01-14,1,144.0,0.0
kyiv_oblast,2,2023-01-14,1,144.0,0.0
kyiv_oblast,2,2023-01-15,1,28.0,0.0
kyiv_city,1,2023-01-18,1,91.0,0.0
kyiv_oblast,2,2023-01-18,1,93.0,0.0
kyiv_oblast,2,2023-01-19,1,25.0,25.0
kyiv_city,1,2023-01-20,1,105.0,0.0
kyiv_oblast,2,2023-01-20,1,105.0,0.0
kyiv_city,1,2023-01-24,2,148.0,0.0
kyiv_oblast,2,2023-01-24,2,148.0,0.0
kyiv_city,1,2023-01-25,5,642.0,224.0
kyiv_oblast,2,2023-01-25,5,641.0,222.0
kyiv_city,1,2023-01-26,0,8.0,0.0
kyiv_oblast,2,2023-01-26,0,9.0,0.0
kyiv_oblast,2,2023-01-28,1,102.0,0.0
kyiv_city,1,2023-01-30,1,27.0,0.0
kyiv_oblast,2,2023-01-30,1,29.0,0.0
kyiv_city,1,2023-01-31,2,43.0,0.0
kyiv_oblast,2,2023-01-31,4,91.0,9.0
kyiv_city,1,2023-02-02,1,89.0,0.0
kyiv_oblast,2,2023-02-02,1,89.0,0.0
kyiv_city,1,2023-02-03,3,186.0,0.0
kyiv_oblast,2,2023-02-03,3,173.0,0.0
kyiv_city,1,2023-02-04,1,46.0,0.0
kyiv_oblast,2,2023-02-04,1,44.0,0.0
kyiv_city,1,2023-02-08,1,7.0,0.0
kyiv_oblast,2,2023-02-08,1,10.0,0.0
kyiv_city,1,2023-02-09,2,260.0,49.0
kyiv_oblast,2,2023-02-09,2,259.0,49.0
kyiv_city,1,2023-02-10,3,383.0,172.0
kyiv_oblast,2,2023-02-10,3,383.0,171.0
kyiv_oblast,2,2023-02-11,1,30.0,0.0
kyiv_city,1,2023-02-13,1,110.0,0.0
kyiv_oblast,2,2023-02-13,1,107.0,0.0
kyiv_city,1,2023-02-15,2,178.0,126.0
kyiv_oblast,2,2023-02-15,2,272.0,127.0
kyiv_city,1,2023-02-16,1,23.0,0.0
kyiv_oblast,2,2023-02-16,2,36.0,0.0
kyiv_city,1,2023-02-17,3,126.0,0.0
kyiv_oblast,2,2023-02-17,3,184.0,0.0
kyiv_city,1,2023-02-19,2,50.0,0.0
kyiv_oblast,2,2023-02-19,2,51.0,0.0
kyiv_city,1,2023-02-20,0,67.0,0.0
